id,name,state,category,featured
1143,Childplace Inc,INDIANA,HUMAN_SERVICES,
1144,Adoption Choices Inc,COLORADO,HUMAN_SERVICES,STATE
1145,Westminster Village West Lafayette Inc,INDIANA,HUMAN_SERVICES,STATE
1146,Absaroka Inc,WYOMING,UNCATEGORIZED,
1147,Brooklyn Bridge Park Conservancy Inc,NEW_YORK,ENVIRONMENT,
1148,Us Chamber Litigation Center,DISTRICT_OF_COLUMBIA,OTHER,
1149,Mountain States Tumor Institute Inc,IDAHO,HEALTH_CARE,STATE
1150,National Active And Retired Federal Employees Association,VIRGINIA,OTHER,
1151,Vermont Community Foundation,VERMONT,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,STATE
1152,Glass Packaging Institute,VIRGINIA,UNCATEGORIZED,
1153,Santa Cruz Community Health Centers,CALIFORNIA,HEALTH_CARE,
1154,Palace Theater Group Inc,CONNECTICUT,ARTS_CULTURE_HUMANITIES,
1155,Wolf Trap Foundation For The Performing Arts,VIRGINIA,ARTS_CULTURE_HUMANITIES,
1156,Greenwood House Home For The Jewish Aged Inc,NEW_JERSEY,HEALTH_CARE,
1157,Matagorda County Womens Crisis Center Inc,TEXAS,MENTAL_HEALTH_CRISIS_INTERVENTION,
1158,Community Crisis Services And Food Bank,IOWA,MENTAL_HEALTH_CRISIS_INTERVENTION,
1159,Chelan Douglas County Community Action Council Inc,WASHINGTON,HUMAN_SERVICES,STATE
1160,Southern Colorado Community Foundation,COLORADO,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
1161,Italian American Civil Rights League Canarsie Inc,NEW_YORK,HUMAN_SERVICES,
1162,Community Action Agency Of Butte County Inc,CALIFORNIA,UNCATEGORIZED,
1163,Joseph M Sheetz Scholarship Fund Inc,PENNSYLVANIA,OTHER,
1164,Walker Senior Housing Corporation Ix,MINNESOTA,OTHER,STATE
1165,Childrens Dyslexia Centers Inc,MASSACHUSETTS,K_12,
1166,United Teachers Los Angeles,CALIFORNIA,OTHER,STATE
1167,Greater Birmingham Habitat For Humanity Inc,ALABAMA,HOUSING_SHELTER,NATIONAL
1168,Crohns Colitis Foundation Of America,NEW_YORK,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,
1169,Alliance Helath Of Marblehead Inc,MASSACHUSETTS,HEALTH_CARE,
1170,The Veritas Forum Inc,MASSACHUSETTS,HIGHER_EDUCATION,
1171,Chamber Of Commerce Of The United States Of America,DISTRICT_OF_COLUMBIA,OTHER,STATE
1172,Heritage K 8 Charter,CALIFORNIA,K_12,
1173,Community Development Center,TENNESSEE,HUMAN_SERVICES,
1174,Lubbock Area United Way Inc,TEXAS,HUMAN_SERVICES,STATE
1175,Madison Square Park Conservancy Inc,NEW_YORK,ENVIRONMENT,
1176,Catholic Health Care Foundation Of The Archdiocese Of New York,NEW_YORK,HEALTH_CARE,
1177,Alzheimers Services Of The East Bay Incorporated,CALIFORNIA,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,NATIONAL
1178,Coalition For The Homeless Of Central Florida Inc,FLORIDA,HOUSING_SHELTER,STATE
1179,Foundation For A Christian Civilization Inc,KANSAS,RELIGION_RELATED,
1180,Elsie Whitlow Stokes Community Freedom Public Charter School,DISTRICT_OF_COLUMBIA,K_12,NATIONAL
1181,Yeshiva University Of Los Angeles Boys High School,CALIFORNIA,K_12,
1182,Kern Bridges Youth Homes,CALIFORNIA,HUMAN_SERVICES,NATIONAL
1183,Cape Atlantic I N K Inc,NEW_JERSEY,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
1184,The William George Agency For Children Services Inc,NEW_YORK,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
1185,Fit Kids Inc,ARIZONA,OTHER,
1186,Dress For Success Worldwide,NEW_YORK,EMPLOYMENT,
1187,American Center For Law And Justice Do Not Contact,VIRGINIA,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,
1188,L S B Leakey Foundation Fr Resrch To Mans Origin Behaviour Srvival,CALIFORNIA,SOCIAL_SCIENCE,
1189,Bridges Healthcare Inc,CONNECTICUT,MENTAL_HEALTH_CRISIS_INTERVENTION,NATIONAL
1190,Union Of Pan Asian Communities,CALIFORNIA,HUMAN_SERVICES,NATIONAL
1191,Macular Degeneration Association,FLORIDA,OTHER,
1192,Hellenic Classical Charter School,NEW_YORK,K_12,NATIONAL
1193,Quality Living Inc Health Care Plan,NEBRASKA,HEALTH_CARE,
1194,Western North Carolina Public Radio Inc,NORTH_CAROLINA,ARTS_CULTURE_HUMANITIES,NATIONAL
1195,Brown Urology Inc,RHODE_ISLAND,HEALTH_CARE,NATIONAL
1196,Daystar Counseling Ministries Inc,TENNESSEE,MENTAL_HEALTH_CRISIS_INTERVENTION,NATIONAL
1197,St Thomas More School Inc,CONNECTICUT,K_12,
1198,Wings For Life Usa Spinal Cord Research Foundation Inc,CALIFORNIA,HEALTH_CARE,
1199,New England Cable Tv Association,MASSACHUSETTS,OTHER,NATIONAL
1200,Architecture And Design Charter School,PENNSYLVANIA,K_12,NATIONAL
1201,Bentonville Bella Vista Blazer Association,ARKANSAS,RECREATION_SPORTS,
1202,Welvista,SOUTH_CAROLINA,HEALTH_CARE,STATE
1203,Wenatchee Valley Humane Society Inc,WASHINGTON,ANIMAL_RELATED,
1204,Southern Nevada Operating Engineers Journeyman Apprentice Trng Trust,NEVADA,OTHER,STATE
1205,Society For Personality And Social Psychology Inc,DISTRICT_OF_COLUMBIA,OTHER,NATIONAL
1206,Childrens Scholarship Fund,NEW_YORK,OTHER,
1207,Community Living Centers Inc,MICHIGAN,HUMAN_SERVICES,
1208,American Foreign Service Association,DISTRICT_OF_COLUMBIA,OTHER,
1209,Providence Place Assisted Living Inc,NORTH_CAROLINA,HUMAN_SERVICES,STATE
1210,Hungry For Christ,MICHIGAN,RELIGION_RELATED,
1211,Centerstone Military Services Inc,TENNESSEE,PUBLIC_SOCIETAL_BENEFIT,STATE
1212,Pmc Support Corporation,CALIFORNIA,HIGHER_EDUCATION,STATE
1213,S M O O T H Inc,CALIFORNIA,UNCATEGORIZED,STATE
1214,Jewish Campus Activities Board,PENNSYLVANIA,HIGHER_EDUCATION,
1215,Portland Ovations,MAINE,ARTS_CULTURE_HUMANITIES,
1216,Minnesota Math And Science Academy,MINNESOTA,K_12,NATIONAL
1217,Adler Graduate School,MINNESOTA,K_12,NATIONAL
1218,Charlton School,NEW_YORK,K_12,
1219,Baptist Retirement Communities Of Georgia,GEORGIA,UNCATEGORIZED,
1220,Sonoma Academy,CALIFORNIA,K_12,NATIONAL
1221,Dept For Persons With Disabilities,NEW_JERSEY,HUMAN_SERVICES,
1222,Peabody Management Systems Inc,MASSACHUSETTS,HEALTH_CARE,
1223,Greater Tampa Association Of Realto Rs Inc,FLORIDA,OTHER,
1224,Otay Ranch One Community Association,CALIFORNIA,OTHER,STATE
1225,Land Of Lincoln Goodwill Industries Inc,ILLINOIS,HUMAN_SERVICES,
1226,Saint Joseph Pace,MICHIGAN,UNCATEGORIZED,NATIONAL
1227,Beekman Alumni And Friends Inc,LOUISIANA,K_12,NATIONAL
1228,Bakersfield Homeless Center,CALIFORNIA,HOUSING_SHELTER,NATIONAL
1229,Community Memorial Healthcenter Association,IOWA,OTHER,
1230,Student Leadership University Inc,TEXAS,RELIGION_RELATED,
1231,Spalding University,KENTUCKY,HIGHER_EDUCATION,STATE
1232,Billings Community Foundation,MONTANA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
1233,Norwalk Hospital Foundation Inc,CONNECTICUT,HEALTH_CARE,STATE
1234,Conexian Americas,TENNESSEE,HUMAN_SERVICES,NATIONAL
1235,Bridges Of Hope Charitable Tr,GEORGIA,UNCATEGORIZED,NATIONAL
1236,Keren Yehoshua V Yisroel Inc,NEW_JERSEY,RELIGION_RELATED,NATIONAL
1237,The Edison Institute Inc,MICHIGAN,ARTS_CULTURE_HUMANITIES,
1238,Americans For Oxford Inc,NEW_YORK,HIGHER_EDUCATION,STATE
1239,West Kentucky Allied Services Inc,KENTUCKY,UNCATEGORIZED,STATE
1240,Noble Inc,INDIANA,HUMAN_SERVICES,
1241,Christian Help Foundation Inc,FLORIDA,EMPLOYMENT,STATE
1242,Healthcare Partners Of Saratoga Ltd,NEW_YORK,HEALTH_CARE,
1243,Southern Oklahoma Nutrition Program,OKLAHOMA,FOOD_AGRICULTURE_NUTRITION,STATE
1244,Wesley Ridge Residence Corporation,OHIO,HEALTH_CARE,
1245,Longmont Humane Society Inc,COLORADO,ANIMAL_RELATED,STATE
1246,Eastern Christian Childrens Retreat,NEW_JERSEY,RELIGION_RELATED,STATE
1247,San Antonio Livestock Exposition Inc,TEXAS,RECREATION_SPORTS,NATIONAL
1248,New York Community Trust,NEW_YORK,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
1249,Auberle,PENNSYLVANIA,HUMAN_SERVICES,STATE
1250,North Country Camps Foundation Inc,NEW_YORK,RECREATION_SPORTS,
1251,Jewish Community Center Of Greater Monmouth County,NEW_JERSEY,HUMAN_SERVICES,NATIONAL
1252,Habitat For Humanity Of Lee Hendry Counties Inc,FLORIDA,HOUSING_SHELTER,
1253,Pinnacle Classical Academy,NORTH_CAROLINA,K_12,
1254,Maumee Valley Guidance Center Inc,OHIO,MENTAL_HEALTH_CRISIS_INTERVENTION,
1255,Villa Esperanza Services,CALIFORNIA,HUMAN_SERVICES,
1256,Southern Assoc Of Colleges And Schools Commission On Colleges Inc,GEORGIA,OTHER,STATE
1257,Scioto Residential Services Inc,OHIO,HUMAN_SERVICES,
1258,Project Harmony Haven For Abuse Response Members Serving Our,NEBRASKA,HUMAN_SERVICES,
1259,Disability Rights Arkansas Inc,ARKANSAS,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,
1260,Autism Alliance Of Michigan,MICHIGAN,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,
1261,Child Nutrition Inc,VIRGINIA,FOOD_AGRICULTURE_NUTRITION,NATIONAL
1262,The Club At Barefoot Beach Inc,FLORIDA,OTHER,
1263,Central Ohio Trauma System Foundation,OHIO,HEALTH_CARE,STATE
1264,Central Christian College Of Kansas,KANSAS,HIGHER_EDUCATION,
1265,Ballet San Jose Silicon Valley,CALIFORNIA,ARTS_CULTURE_HUMANITIES,STATE
1266,Mount Sharon National Memorial,SOUTH_DAKOTA,ARTS_CULTURE_HUMANITIES,STATE
1267,Southcoast Hospitals Group Inc,MASSACHUSETTS,HEALTH_CARE,
1268,Utah Domestic Violence Legal Services,UTAH,CRIME_LEGAL_RELATED,
1269,North Bay Developmental Disabilities Services Inc,CALIFORNIA,HUMAN_SERVICES,
1270,Child Development Council Of Franklin County,OHIO,HUMAN_SERVICES,STATE
1271,Alabama Baptist Retirement Center Inc,ALABAMA,UNCATEGORIZED,
1272,Montana Federation Of Public Employees,MONTANA,OTHER,
1273,Kvie Inc,CALIFORNIA,ARTS_CULTURE_HUMANITIES,
1274,Integris Baptist Medical Center Inc,OKLAHOMA,HEALTH_CARE,NATIONAL
1275,Georgia Insurers Insolvency Pool,GEORGIA,UNCATEGORIZED,
1276,Making A Difference Foundation,WASHINGTON,HUMAN_SERVICES,
1277,The American Visionary Art Museum Inc,MARYLAND,ARTS_CULTURE_HUMANITIES,STATE
1278,Carmel Dads Club Inc,INDIANA,YOUTH_DEVELOPMENT,NATIONAL
1279,Menorah Home Hospital For The Aged Infirm,NEW_YORK,HEALTH_CARE,NATIONAL
1280,Pennypack Ecological Restoration Tr,PENNSYLVANIA,ENVIRONMENT,STATE
1281,South Orangetown Ambulance Corps Inc,NEW_YORK,OTHER,STATE
1282,Crisis Response Network Inc,ARIZONA,MENTAL_HEALTH_CRISIS_INTERVENTION,
1283,Crown Financial Ministries Inc,TENNESSEE,RELIGION_RELATED,
1284,Association Of Old Crows,VIRGINIA,OTHER,
1285,Oxford Day Academy,CALIFORNIA,K_12,STATE
1286,Cottage Grove Place,IOWA,HUMAN_SERVICES,NATIONAL
1287,Boys Girls Club Of San Marcos,CALIFORNIA,YOUTH_DEVELOPMENT,STATE
1288,Coastal Community Foundation Of South Carolina Inc,SOUTH_CAROLINA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
1289,Augustana Community Partners,MINNESOTA,HEALTH_CARE,
1290,Beck Center For The Arts,OHIO,ARTS_CULTURE_HUMANITIES,STATE
1291,Resource Exchange International Inc,COLORADO,OTHER,
1292,Friends Of Agape Inc,COLORADO,RELIGION_RELATED,STATE
1293,Gem Prep Meridian Inc,IDAHO,K_12,NATIONAL
1294,Utility Notification Center Of Colorado,COLORADO,UNCATEGORIZED,STATE
1295,Florida International University Academic Health Center Health Care,FLORIDA,HEALTH_CARE,
1296,Community Medicine Foundation,SOUTH_CAROLINA,OTHER,
1297,Loudoun Hunger Relief,VIRGINIA,FOOD_AGRICULTURE_NUTRITION,STATE
1298,Huckleberry House Inc,OHIO,HUMAN_SERVICES,STATE
1299,Boys Girls Club Of Corvallis,OREGON,YOUTH_DEVELOPMENT,NATIONAL
1300,Underground Railroad Inc,MICHIGAN,HUMAN_SERVICES,
1301,Strategic Resource Group Inc,MARYLAND,RELIGION_RELATED,
1302,School Of Acrobatics New Circus Arts,WASHINGTON,OTHER,
1303,Alexian Brothers Hospital Network,ILLINOIS,HEALTH_CARE,STATE
1304,Grand Rapids Student Advancement Foundation,MICHIGAN,OTHER,NATIONAL
1305,Greater Omaha Chamber Foundation,NEBRASKA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,NATIONAL
1306,Jevs Care At Home,PENNSYLVANIA,HUMAN_SERVICES,NATIONAL
1307,Cincinnati Bell Health And Welfare Trust,WISCONSIN,OTHER,
1308,Greater Pittsburgh Arts Council,PENNSYLVANIA,ARTS_CULTURE_HUMANITIES,NATIONAL
1309,Oregon Association Of Realtors,OREGON,OTHER,
1310,Spectrum Health System,MICHIGAN,HEALTH_CARE,
1311,Blind Center Of Nevada Inc,NEVADA,HUMAN_SERVICES,
1312,Copley Professional Services Group Inc,VERMONT,HEALTH_CARE,STATE
1313,New England Forestry Foundation Inc,MASSACHUSETTS,ENVIRONMENT,STATE
1314,Kootasca Community Action Inc,MINNESOTA,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,
1315,Ky Hospital Research Education Foundation Inc,KENTUCKY,HEALTH_CARE,
1316,The James Family Charitable Trust,PENNSYLVANIA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
1317,Cherokee Health Systems,TENNESSEE,HEALTH_CARE,
1318,The Tom Wathen Center,CALIFORNIA,OTHER,
1319,Jewish Federation Of Greater Harrisburg,PENNSYLVANIA,HUMAN_SERVICES,
1320,Colorado Sheet Metal Workers Training Fund,COLORADO,UNCATEGORIZED,NATIONAL
1321,Covenant House Illinois Inc,NEW_YORK,HUMAN_SERVICES,
1322,Kidspeace Foundation Inc,PENNSYLVANIA,K_12,NATIONAL
1323,Village At Marymount,OHIO,UNCATEGORIZED,NATIONAL
1324,Securing Assets For Education,SOUTH_CAROLINA,HIGHER_EDUCATION,
1325,Mothers Milk Bank Of North Texas Inc,TEXAS,FOOD_AGRICULTURE_NUTRITION,STATE
1326,Driscoll Valley Physicians Group,TEXAS,HEALTH_CARE,
1327,Hope Hall,NEW_YORK,K_12,NATIONAL
1328,Idaho Foodbank Warehouse,IDAHO,FOOD_AGRICULTURE_NUTRITION,
1329,United Association Employers Group Insurance Fund 13,NEW_YORK,OTHER,STATE
1330,Hand In Hand American Friends Of Cntr For Jewish Arab Edu In Israel,OREGON,OTHER,NATIONAL
1331,Valparaiso Ymca,INDIANA,HUMAN_SERVICES,STATE
1332,Naples Botanical Garden Inc,FLORIDA,ENVIRONMENT,
1333,The Cornerstone Christian Academy,PENNSYLVANIA,K_12,NATIONAL
1334,Thomas More Society,ILLINOIS,CRIME_LEGAL_RELATED,
1335,Sexual Trauma Awareness And Response Center,LOUISIANA,MENTAL_HEALTH_CRISIS_INTERVENTION,
1336,Stony Brook Childrens Service University Faculty Practice Corp,NEW_YORK,HEALTH_CARE,STATE
1337,University Of California Irvine Foundation,CALIFORNIA,HIGHER_EDUCATION,
1338,Friends Of The Children Portland,OREGON,YOUTH_DEVELOPMENT,
1339,Bakersfield Memorial Hospital Foundation,CALIFORNIA,HEALTH_CARE,NATIONAL
1340,John 3 16 Ministries Inc,ARKANSAS,MENTAL_HEALTH_CRISIS_INTERVENTION,NATIONAL
1341,Sonoma Charter School Inc,CALIFORNIA,K_12,STATE
1342,Childrens Tumor Foundation,NEW_YORK,MEDICAL_RESEARCH,STATE
1343,Adult Learning Systems Up Inc,MICHIGAN,MENTAL_HEALTH_CRISIS_INTERVENTION,
1344,National Propane Gas Association,DISTRICT_OF_COLUMBIA,OTHER,
1345,Larkin Street Youth Services,CALIFORNIA,HUMAN_SERVICES,
1346,Mississippi Museum Of Art Inc,MISSISSIPPI,ARTS_CULTURE_HUMANITIES,
1347,Community Foundation Of Greater Johnstown,PENNSYLVANIA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,NATIONAL
1348,University Surgical Associates Inc,RHODE_ISLAND,OTHER,
1349,Kino Border Initiative Inc,ARIZONA,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,
1350,Chimp Haven Inc,LOUISIANA,ANIMAL_RELATED,
1351,Center For Fathers And Families,CALIFORNIA,HUMAN_SERVICES,
1352,No Barriers Usa,COLORADO,YOUTH_DEVELOPMENT,
1353,Phillips County Developmental Center,ARKANSAS,K_12,
1354,Christian Fellowship House,NEW_YORK,HUMAN_SERVICES,STATE
1355,Indian Muslim Relief And Charities,CALIFORNIA,HUMAN_SERVICES,STATE
1356,Hearth Connection,MINNESOTA,HOUSING_SHELTER,STATE
1357,Judson University A Baptist Institution,ILLINOIS,HIGHER_EDUCATION,
1358,Nebraska Lutheran Outdoor Ministries Inc,NEBRASKA,RELIGION_RELATED,NATIONAL
1359,Sioux Falls Sports Authority,SOUTH_DAKOTA,RECREATION_SPORTS,NATIONAL
1360,Berkshire Home Care Inc,MASSACHUSETTS,HEALTH_CARE,STATE
1361,Community Foundation For Mc Henry County,ILLINOIS,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
1362,Capitol West Academy Inc,WISCONSIN,K_12,
1363,The Progeria Research Foundation Inc,MASSACHUSETTS,MEDICAL_RESEARCH,STATE
1364,Jasa Corporation,NEW_YORK,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,STATE
1365,Ragtag Film Society,MISSOURI,ARTS_CULTURE_HUMANITIES,NATIONAL
1366,Southwinds Inc,PENNSYLVANIA,HUMAN_SERVICES,STATE
1367,Pride Academy Charter School,NEW_JERSEY,K_12,STATE
1368,Jewish Community Alliance Of Northeastern Pa,PENNSYLVANIA,OTHER,
1369,Black Girls Code Inc,CALIFORNIA,YOUTH_DEVELOPMENT,NATIONAL
1370,Opportunity Development Inc,FLORIDA,HUMAN_SERVICES,STATE
1371,Special Agents Mutual Benefit,MARYLAND,OTHER,
1372,Starshine Treatment Center,CALIFORNIA,MENTAL_HEALTH_CRISIS_INTERVENTION,
1373,Camp Summit Inc,TEXAS,HUMAN_SERVICES,STATE
1374,The Resource Foundation,CONNECTICUT,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,
1375,Family Wellness Llc,NORTH_DAKOTA,HUMAN_SERVICES,
1376,Geneva Lakes Family Young Mens Christian Association Inc,WISCONSIN,HUMAN_SERVICES,NATIONAL
1377,The U S Tire Manufacturers Asso Inc,DISTRICT_OF_COLUMBIA,UNCATEGORIZED,STATE
1378,Eastern Washington University Foundation,WASHINGTON,HIGHER_EDUCATION,
1379,Jay Nolan Community Services Inc,CALIFORNIA,HUMAN_SERVICES,STATE
1380,Maidstone Club Inc,NEW_YORK,OTHER,
1381,Mississippi Foundation For Medical Care Inc,MISSISSIPPI,HEALTH_CARE,STATE
1382,Wetlands America Trust Inc,TENNESSEE,ENVIRONMENT,
1383,Drew Memorial Hospital Inc,ARKANSAS,HEALTH_CARE,STATE
1384,Capital Area Humane Society,MICHIGAN,ANIMAL_RELATED,
1385,Russell Hospital Corporation,ALABAMA,HEALTH_CARE,STATE
1386,Urban Academy,MINNESOTA,K_12,
1387,Providence Public Library Foundation,RHODE_ISLAND,HIGHER_EDUCATION,
1388,Door County Visitor Bureau Inc,WISCONSIN,OTHER,STATE
1389,Palo Alto University Inc,CALIFORNIA,HIGHER_EDUCATION,
1390,Maranatha Volunteers International,CALIFORNIA,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,NATIONAL
1391,Dayspring Health Inc,TENNESSEE,OTHER,
1392,Redeemer City To City,NEW_YORK,RELIGION_RELATED,STATE
1393,Center For Victims Of Torture Cvt,MINNESOTA,MENTAL_HEALTH_CRISIS_INTERVENTION,
1394,Benedictine Health System Foundation,MINNESOTA,HEALTH_CARE,
1395,Community Services Employment Training Inc,CALIFORNIA,UNCATEGORIZED,STATE
1396,Academy For Science And Design Charter School,NEW_HAMPSHIRE,K_12,
1397,Missouri Co Operative Employee Health Care Fund,MISSOURI,OTHER,NATIONAL
1398,Lake Junaluska Assembly Inc,NORTH_CAROLINA,RELIGION_RELATED,STATE
1399,Clinical Biotechnology Research Institute At Rsfh,SOUTH_CAROLINA,MEDICAL_RESEARCH,
1400,Chinatown Service Center,CALIFORNIA,EMPLOYMENT,STATE
1401,Methodist Healthcare Memphis,TENNESSEE,HEALTH_CARE,STATE
1402,Richmond County Hospice Inc,NORTH_CAROLINA,HUMAN_SERVICES,STATE
1403,National Ben Gamla Charter Schoolfoundation Inc,FLORIDA,K_12,
1404,Childrens Home R T F Inc,NEW_YORK,HUMAN_SERVICES,STATE
1405,Lafayette Manor Inc,PENNSYLVANIA,HEALTH_CARE,NATIONAL
1406,Institute For Indian Development Inc,LOUISIANA,HUMAN_SERVICES,
1407,St Louis Municipal Finance Corporation,MISSOURI,PUBLIC_SOCIETAL_BENEFIT,
1408,Faith Christian Academy,PENNSYLVANIA,K_12,NATIONAL
1409,Studio Theatre Inc,DISTRICT_OF_COLUMBIA,ARTS_CULTURE_HUMANITIES,
1410,Health First Inc,FLORIDA,HEALTH_CARE,
1411,Presencing Institute Inc,MASSACHUSETTS,OTHER,STATE
1412,Hope Hospice,TEXAS,HEALTH_CARE,STATE
1413,Fredericksburg Academy,VIRGINIA,K_12,STATE
1414,The Oasis Institute,MISSOURI,HUMAN_SERVICES,NATIONAL
1415,Women Against Abuse Inc,PENNSYLVANIA,HUMAN_SERVICES,
1416,Abilities Plus,ILLINOIS,EMPLOYMENT,
1417,Human Needs Project Inc,CALIFORNIA,HUMAN_SERVICES,
1418,Montessori School Of Mclean,VIRGINIA,K_12,STATE
1419,International Institute Of Ammonia Refrigeration,VIRGINIA,UNCATEGORIZED,NATIONAL
1420,Port Health Services,NORTH_CAROLINA,HUMAN_SERVICES,
1421,Gilcrease Museum Management Trust,OKLAHOMA,ARTS_CULTURE_HUMANITIES,
1422,The Center For Craft Creativity Design Inc,NORTH_CAROLINA,ARTS_CULTURE_HUMANITIES,STATE
1423,Western Energy Alliance,COLORADO,OTHER,STATE
1424,Lifequest Nursing Center,PENNSYLVANIA,UNCATEGORIZED,NATIONAL
1425,Pediatric Nursing Certification Board Inc,MARYLAND,UNCATEGORIZED,
1426,Father Flanagans Boys Home La,LOUISIANA,HUMAN_SERVICES,
1427,Fall River Health Services,SOUTH_DAKOTA,HEALTH_CARE,
1428,Barnes Kasson County Hospital,PENNSYLVANIA,HEALTH_CARE,STATE
1429,Homeland Vinyl Products Inc Employee Benefit Pl Tr,ALABAMA,OTHER,STATE
1430,Northern New York Community Foundation Inc,NEW_YORK,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,NATIONAL
1431,Catholic Memorial High School Of Waukesha Inc,WISCONSIN,K_12,
1432,Oklahoma Community Health Centers Inc,OKLAHOMA,HEALTH_CARE,NATIONAL
1433,Big Brothers Big Sisters Of Middle Tennessee,TENNESSEE,YOUTH_DEVELOPMENT,STATE
1434,American Embassy School Of Lusaka Foundation Inc,NEW_JERSEY,HIGHER_EDUCATION,
1435,Smart Start Of Brunswick County Inc,NORTH_CAROLINA,COMMUNITY,
1436,Unified Vailsburg Services,NEW_JERSEY,HUMAN_SERVICES,STATE
1437,Streator Unlimited Inc,ILLINOIS,HUMAN_SERVICES,STATE
1438,Bella Academy Of Excellence,OHIO,K_12,STATE
1439,Potter Childrens Home And Family Ministries Inc,KENTUCKY,HUMAN_SERVICES,
1440,Winston Salem Urban League,NORTH_CAROLINA,HUMAN_SERVICES,STATE
1441,Friends Of The Hospital For Sick Children Toronto Inc,DISTRICT_OF_COLUMBIA,HEALTH_CARE,STATE
1442,Brent Eley Foundation,COLORADO,HEALTH_CARE,
1443,Boston Bar Association,MASSACHUSETTS,OTHER,
1444,Lawrence School,OHIO,K_12,NATIONAL
1445,T E R I Inc,CALIFORNIA,K_12,
1446,Gordon Parks Elementary School,MISSOURI,K_12,NATIONAL
1447,Indiana University Health Tipton Hospital Inc,INDIANA,HEALTH_CARE,
1448,Constellation Schools Old Brooklyn Community Elementary,OHIO,K_12,
1449,Mental Health Services Of Southern Oklahoma,OKLAHOMA,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
1450,Licking Memorial Health Foundation,OHIO,HEALTH_CARE,
1451,Life Network,COLORADO,HEALTH_CARE,STATE
1452,Permian Basin Area Foundation,TEXAS,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
1453,Community Systems Inc,MASSACHUSETTS,HUMAN_SERVICES,
1454,University Of Maryland Pediatric As Sociates P A,MARYLAND,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,STATE
1455,Interfaith Community Services,ARIZONA,HUMAN_SERVICES,
1456,Child And Adolescent Behavioral Health,OHIO,HEALTH_CARE,STATE
1457,Habitat For Humanity International Inc Hfh Of Greater Dayton Inc,OHIO,HOUSING_SHELTER,NATIONAL
1458,West Carolina Rural Telephone Cooperative Inc,SOUTH_CAROLINA,OTHER,
1459,Storefront Academy Charter School South Bronx,NEW_YORK,K_12,STATE
1460,American Association Of Neurological Surgeons Inc,ILLINOIS,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,STATE
1461,Sisters Of Providence Health System Inc,MASSACHUSETTS,HEALTH_CARE,
1462,United Cerebral Palsy Of South Florida Charter Schools Inc,FLORIDA,K_12,NATIONAL
1463,New Futures Fund Inc,MASSACHUSETTS,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,NATIONAL
1464,Mid Cities Care Corps,TEXAS,OTHER,
1465,Texas Education Works,TEXAS,OTHER,
1466,Ywca,IOWA,HUMAN_SERVICES,STATE
1467,Institute For Free Speech,DISTRICT_OF_COLUMBIA,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,STATE
1468,St Thomas Aquinas College,NEW_YORK,HIGHER_EDUCATION,
1469,Kansas Area United Methodist Foundation Inc,KANSAS,RELIGION_RELATED,
1470,Gabriel Foundation Inc,TEXAS,RELIGION_RELATED,
